type,timestamp,latitude,longitude,peakcurrent,icheight,numbersensors,icmultiplicity,cgmultiplicity,starttime,endtime,duration,ullatitude,ullongitude,lrlatitude,lrlongitude
 0, 2024-06-09T10:58:41.570211172,  28.333680,  84.176136,  -4424,    0,   7,   1,   1, 2024-06-09T10:58:41.570211172, 2024-06-09T10:58:41.699706554, 0.129495,  28.296887,  28.333680,  84.133835,  84.176136  
 0, 2024-06-09T10:59:35.512958527,  28.245821,  84.154140,  -4144,    0,   7,   0,   1, 2024-06-09T10:59:35.512958527, 2024-06-09T10:59:35.512958527, 0.000000,  28.245821,  28.245821,  84.154140,  84.154140  
 1, 2024-06-09T10:59:41.279890060,  28.224427,  84.147371,   4119, 17773,   5,   1,   0, 2024-06-09T10:59:41.279890060, 2024-06-09T10:59:41.279890060, 0.000000,  28.224427,  28.224427,  84.147371,  84.147371  
 1, 2024-06-09T11:00:03.574065447,  28.241939,  84.152577,  12961, 16551,   7,   1,   0, 2024-06-09T11:00:03.574065447, 2024-06-09T11:00:03.574065447, 0.000000,  28.241939,  28.241939,  84.152577,  84.152577  
 1, 2024-06-09T11:00:05.454704046,  28.226686,  84.139610,  -8638, 16962,   7,   2,   0, 2024-06-09T11:00:05.454704046, 2024-06-09T11:00:05.732332945, 0.277629,  28.219986,  28.226686,  84.125054,  84.139610  
 0, 2024-06-09T11:00:21.628080845,  28.186310,  84.083933,  -5108,    0,   6,   0,   1, 2024-06-09T11:00:21.628080845, 2024-06-09T11:00:21.628080845, 0.000000,  28.186310,  28.186310,  84.083933,  84.083933  
 0, 2024-06-09T11:00:40.310730457,  28.221251,  84.146418,  -7559,    0,   5,   0,   1, 2024-06-09T11:00:40.310730457, 2024-06-09T11:00:40.310730457, 0.000000,  28.221251,  28.221251,  84.146418,  84.146418  
 1, 2024-06-09T11:00:52.589552641,  28.280336,  84.189296,   5708, 10275,   6,   1,   0, 2024-06-09T11:00:52.589552641, 2024-06-09T11:00:52.589552641, 0.000000,  28.280336,  28.280336,  84.189296,  84.189296  
 0, 2024-06-09T11:01:13.320408344,  28.227889,  84.164562,  -8721,    0,   6,   0,   1, 2024-06-09T11:01:13.320408344, 2024-06-09T11:01:13.320408344, 0.000000,  28.227889,  28.227889,  84.164562,  84.164562  
 1, 2024-06-09T11:01:35.500571489,  28.188352,  84.070977,  -5367, 12222,   5,   1,   0, 2024-06-09T11:01:35.500571489, 2024-06-09T11:01:35.500571489, 0.000000,  28.188352,  28.188352,  84.070977,  84.070977  
